User_ID,App,Daily_Minutes_Spent,Posts_Per_Day,Likes_Per_Day,Follows_Per_Day,Engagement_Score
U_708,Twitter,442,4,78,1,83
U_709,Pinterest,306,19,65,9,93
U_710,Pinterest,401,13,38,21,72
U_711,Twitter,331,10,154,9,173
U_712,TikTok,126,0,26,36,62
U_713,Instagram,288,3,110,8,121
U_714,LinkedIn,188,10,142,1,153
U_715,LinkedIn,338,12,192,46,250
U_716,Pinterest,466,19,142,43,204
U_717,Instagram,26,7,179,11,197
U_718,Pinterest,313,4,20,22,46
U_719,TikTok,39,5,184,2,191
U_720,Snapchat,14,20,98,33,151
U_721,Snapchat,317,4,37,29,70
U_722,Instagram,213,15,25,26,66
U_723,LinkedIn,417,12,191,9,212
U_724,Facebook,222,6,132,47,185
U_725,Snapchat,186,8,96,1,105
U_726,Instagram,313,8,195,40,243
U_727,Snapchat,447,9,48,46,103
U_728,TikTok,5,4,70,45,119
U_729,Twitter,391,10,21,39,70
U_730,Instagram,242,3,111,39,153
U_731,Twitter,487,8,14,14,36
U_732,Facebook,490,12,106,17,135
U_733,Pinterest,27,17,139,13,169
U_734,TikTok,391,15,67,36,118
U_735,Facebook,99,3,106,22,131
U_736,Pinterest,386,8,111,20,139
U_737,Snapchat,359,17,168,10,195
U_738,Instagram,362,9,138,24,171
U_739,Facebook,368,5,100,5,110
U_740,Twitter,239,10,82,13,105
U_741,Snapchat,87,3,23,41,67
U_742,Twitter,13,13,134,47,194
U_743,TikTok,353,19,120,5,144
U_744,Snapchat,369,7,121,7,135
U_745,Instagram,105,9,99,18,126
U_746,TikTok,40,14,63,4,81
U_747,Instagram,33,5,104,36,145
U_748,Pinterest,372,3,155,25,183
U_749,Snapchat,12,7,124,9,140
U_750,Instagram,421,14,95,42,151
U_751,Facebook,130,20,33,9,62
U_752,Twitter,74,3,158,2,163
U_753,Facebook,323,7,166,31,204
U_754,Snapchat,388,20,121,50,191
U_755,Facebook,192,16,18,21,55
U_756,LinkedIn,218,20,174,31,225
U_757,Instagram,449,12,1,30,43
U_758,Instagram,496,3,157,9,169
U_759,LinkedIn,99,1,91,18,110
U_760,Twitter,408,15,97,30,142
U_761,Instagram,10,4,129,36,169
U_762,Facebook,154,17,2,50,69
U_763,Twitter,300,15,115,30,160
U_764,Snapchat,117,0,94,12,106
U_765,Snapchat,301,3,15,9,27
U_766,Snapchat,246,13,182,28,223
U_767,Instagram,68,10,135,35,180
U_768,Snapchat,393,16,1,35,52
U_769,Instagram,331,15,107,15,137
U_770,Facebook,176,10,56,6,72
U_771,Instagram,457,7,73,15,95
U_772,Twitter,81,14,199,16,229
U_773,Facebook,332,7,81,17,105
U_774,Twitter,385,9,10,25,44
U_775,TikTok,337,16,48,42,106
U_776,LinkedIn,328,15,89,29,133
U_777,Twitter,101,6,132,10,148
U_778,Facebook,176,6,121,2,129
U_779,LinkedIn,468,12,53,47,112
U_780,LinkedIn,388,9,61,20,90
U_781,Twitter,451,20,67,7,94
U_782,Twitter,6,16,151,22,189
U_783,LinkedIn,374,20,36,26,82
U_784,Pinterest,84,19,28,31,78
U_785,Facebook,129,6,144,9,159
U_786,TikTok,192,4,160,44,208
U_787,Twitter,282,18,165,35,218
U_788,Pinterest,400,19,195,22,236
U_789,LinkedIn,67,10,162,36,208
U_790,LinkedIn,183,16,50,8,74
U_791,Facebook,413,2,30,40,72
U_792,LinkedIn,303,2,120,9,131
U_793,LinkedIn,94,0,16,19,35
U_794,Pinterest,492,3,184,50,237
U_795,Snapchat,442,7,118,32,157
U_796,Pinterest,83,9,104,15,128
U_797,Twitter,279,18,175,7,200
U_798,LinkedIn,84,16,144,33,193
U_799,LinkedIn,285,5,114,38,157
U_800,LinkedIn,254,14,140,8,162
U_801,TikTok,193,14,168,19,201
U_802,TikTok,354,16,11,0,27
U_803,Snapchat,449,20,51,45,116
U_804,Twitter,63,5,181,15,201
U_805,LinkedIn,314,13,118,37,168
U_806,Instagram,475,5,63,10,78
U_807,TikTok,435,3,15,5,23
U_808,LinkedIn,220,3,106,50,159
U_809,Pinterest,273,1,145,19,165
U_810,Instagram,204,20,36,3,59
U_811,Pinterest,157,18,112,23,153
U_812,TikTok,101,12,163,10,185
U_813,TikTok,292,1,17,26,44
U_814,TikTok,317,14,102,2,118
U_815,Instagram,47,11,87,37,135
U_816,Facebook,330,19,138,45,202
U_817,Twitter,311,17,9,46,72
U_818,Instagram,196,16,92,25,133
U_819,TikTok,56,7,61,24,92
U_820,Instagram,405,18,117,29,164
U_821,Instagram,91,20,95,45,160
U_822,Twitter,331,11,75,17,103
U_823,Pinterest,101,14,76,34,124
U_824,TikTok,238,11,158,6,175
U_825,LinkedIn,99,12,85,18,115
U_826,Snapchat,169,20,17,50,87
U_827,Instagram,266,4,100,43,147
U_828,Instagram,398,3,12,7,22
U_829,Twitter,491,8,34,10,52
U_830,Snapchat,304,20,1,4,25
U_831,Twitter,431,7,41,46,94
U_832,Instagram,109,8,89,4,101
U_833,Twitter,127,17,50,9,76
U_834,LinkedIn,426,5,21,2,28
U_835,Pinterest,257,18,30,18,66
U_836,LinkedIn,43,12,86,38,136
U_837,Twitter,226,17,76,5,98
U_838,Snapchat,363,11,3,50,64
U_839,LinkedIn,33,18,178,2,198
U_840,Twitter,45,8,69,7,84
U_841,Twitter,336,17,123,22,162
U_842,TikTok,405,14,151,20,185
U_843,Twitter,371,6,11,3,20
U_844,Pinterest,414,8,23,7,38
U_845,TikTok,498,12,6,11,29
U_846,TikTok,201,0,123,19,142
U_847,Instagram,339,19,43,4,66
U_848,Snapchat,125,7,128,20,155
U_849,Facebook,457,2,131,32,165
U_850,Facebook,171,19,66,5,90
U_851,Twitter,339,14,160,27,201
U_852,LinkedIn,130,10,22,46,78
U_853,Twitter,142,11,163,37,211
U_854,Twitter,32,12,7,18,37
U_855,Facebook,474,1,82,35,118
U_856,Twitter,104,5,46,4,55
U_857,Pinterest,426,2,34,38,74
U_858,Facebook,56,15,154,32,201
U_859,Facebook,300,7,78,44,129
U_860,Snapchat,423,14,116,44,174
U_861,Pinterest,53,14,191,25,230
U_862,TikTok,483,3,159,26,188
U_863,Pinterest,246,17,98,35,150
U_864,Twitter,48,13,6,20,39
U_865,TikTok,325,3,84,22,109
U_866,Pinterest,483,16,27,10,53
U_867,Twitter,366,0,13,26,39
U_868,Pinterest,40,2,69,5,76
U_869,Pinterest,47,13,97,9,119
U_870,LinkedIn,115,10,97,49,156
U_871,Instagram,265,10,28,0,38
U_872,Instagram,6,9,66,30,105
U_873,LinkedIn,197,0,133,42,175
U_874,Snapchat,97,4,14,28,46
U_875,TikTok,263,11,193,20,224
U_876,Snapchat,285,9,195,13,217
U_877,Snapchat,148,17,169,49,235
U_878,TikTok,445,7,150,37,194
U_879,Twitter,238,5,4,15,24
U_880,TikTok,123,18,75,45,138
U_881,Snapchat,261,4,15,16,35
U_882,Instagram,389,8,171,4,183
U_883,TikTok,232,10,199,23,232
U_884,TikTok,167,2,27,41,70
U_885,TikTok,11,9,44,39,92
U_886,Snapchat,315,13,128,9,150
U_887,Snapchat,447,14,172,21,207
U_888,Instagram,423,13,92,45,150
U_889,Snapchat,399,11,50,35,96
U_890,LinkedIn,442,6,179,6,191
U_891,Instagram,417,10,87,20,117
U_892,Facebook,80,8,85,34,127
U_893,TikTok,39,15,173,37,225
U_894,Instagram,111,17,161,12,190
U_895,Pinterest,468,8,17,9,34
U_896,TikTok,76,10,10,4,24
U_897,Twitter,241,8,74,46,128
U_898,Pinterest,103,13,132,29,174
U_899,Snapchat,305,16,19,13,48
U_900,Snapchat,357,10,195,3,208
U_901,Instagram,457,8,189,42,239
U_902,TikTok,51,3,102,5,110
U_903,TikTok,157,4,8,22,34
U_904,Twitter,405,20,10,0,30
U_905,TikTok,61,14,52,23,89
U_906,Snapchat,433,3,88,49,140
U_907,Snapchat,101,2,157,19,178
U_908,TikTok,26,7,50,23,80
U_909,Snapchat,447,7,57,33,97
U_910,LinkedIn,12,12,6,42,60
U_911,Pinterest,223,12,26,20,58
U_912,Twitter,58,13,111,36,160
U_913,Instagram,107,16,184,39,239
U_914,Snapchat,448,9,41,27,77
U_915,Snapchat,465,14,123,1,138
U_916,TikTok,61,1,163,39,203
U_917,Facebook,76,5,185,16,206
U_918,Twitter,207,16,199,7,222
U_919,Snapchat,408,16,150,30,196
U_920,Instagram,175,4,78,34,116
U_921,Facebook,159,14,181,12,207
U_922,TikTok,61,19,130,45,194
U_923,TikTok,311,5,184,15,204
U_924,Twitter,292,16,116,10,142
U_925,Twitter,201,8,189,49,246
U_926,Facebook,153,0,182,20,202
U_927,Pinterest,89,19,164,2,185
U_928,Instagram,412,7,13,47,67
U_929,Snapchat,312,1,57,22,80
U_930,Facebook,88,1,181,5,187
U_931,Facebook,272,11,93,43,147
U_932,Facebook,128,11,194,5,210
U_933,Instagram,453,16,169,2,187
U_934,TikTok,481,5,181,41,227
U_935,TikTok,357,11,157,46,214
U_936,Twitter,149,16,65,5,86
U_937,Snapchat,141,5,94,42,141
U_938,Facebook,8,11,151,47,209
U_939,Snapchat,376,18,8,46,72
U_940,Pinterest,351,5,70,4,79
U_941,Snapchat,231,20,196,29,245
U_942,Pinterest,40,6,139,32,177
U_943,Snapchat,242,19,9,46,74
U_944,Twitter,404,20,41,5,66
U_945,LinkedIn,347,9,3,34,46
U_946,Facebook,87,6,28,42,76
U_947,Facebook,96,8,40,32,80
U_948,Twitter,431,13,64,6,83
U_949,Instagram,109,9,96,9,114
U_950,Instagram,406,19,99,37,155
U_951,Snapchat,408,3,16,32,51
U_952,Instagram,81,2,76,24,102
U_953,Snapchat,303,19,113,34,166
U_954,Facebook,37,6,56,44,106
U_955,Snapchat,105,14,6,5,25
U_956,Instagram,473,14,23,31,68
U_957,Twitter,181,3,112,43,158
U_958,Pinterest,120,3,10,17,30
U_959,Pinterest,47,2,70,29,101
U_960,TikTok,493,2,174,24,200
U_961,TikTok,89,19,105,48,172
U_962,LinkedIn,341,19,96,39,154
U_963,TikTok,186,20,66,15,101
U_964,Facebook,475,20,79,50,149
U_965,LinkedIn,71,16,47,48,111
U_966,Twitter,444,10,44,40,94
U_967,LinkedIn,395,14,117,48,179
U_968,TikTok,28,8,130,8,146
U_969,Snapchat,451,3,39,34,76
U_970,Facebook,87,19,118,5,142
U_971,Snapchat,376,12,93,50,155
U_972,Twitter,267,5,160,34,199
U_973,Instagram,293,0,167,40,207
U_974,TikTok,320,2,39,17,58
U_975,Facebook,241,1,60,4,65
U_976,Instagram,423,16,74,30,120
U_977,Pinterest,97,5,91,36,132
U_978,LinkedIn,495,16,82,15,113
U_979,Twitter,135,15,146,14,175
U_980,Facebook,348,0,145,34,179
U_981,Instagram,311,14,102,43,159
U_982,Snapchat,135,15,28,42,85
U_983,LinkedIn,420,17,31,23,71
U_984,Facebook,485,2,187,0,189
U_985,Twitter,143,16,17,16,49
U_986,Facebook,231,0,19,8,27
U_987,Instagram,495,12,136,43,191
U_988,Pinterest,404,8,41,50,99
U_989,Twitter,166,14,86,42,142
U_990,TikTok,395,9,1,17,27
U_991,Snapchat,93,5,107,1,113
U_992,Pinterest,368,3,40,40,83
U_993,LinkedIn,72,17,110,24,151
U_994,LinkedIn,144,6,89,30,125
U_995,Twitter,464,2,149,43,194
U_996,LinkedIn,479,4,72,15,91
U_997,Instagram,499,14,110,49,173
U_998,Facebook,318,6,105,9,120
U_999,TikTok,305,15,151,6,172
U_1000,Pinterest,115,17,81,39,137
